"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"6062","Rochester","Office Supplies","$6","$15","Home Office",2015-02-04,"Art"
"6063","San Diego","Technology","$225","$1,200","Consumer",2015-02-12,"Copiers"
"6064","San Diego","Office Supplies","$6","$13","Consumer",2015-02-12,"Paper"
"6065","San Diego","Office Supplies","$8","$18","Consumer",2015-02-12,"Paper"
"6066","Philadelphia","Office Supplies","$8","$24","Consumer",2015-02-04,"Labels"
"6067","Bartlett","Office Supplies","$10","$89","Consumer",2015-02-01,"Supplies"
"6068","Lakewood","Furniture","-$97","$518","Home Office",2017-02-05,"Chairs"
"6069","Lakewood","Furniture","$3","$7","Home Office",2017-02-05,"Furnishings"
"6070","Lakewood","Technology","$39","$343","Home Office",2017-02-05,"Machines"
"6071","Philadelphia","Office Supplies","$6","$18","Corporate",2017-02-08,"Labels"
"6072","Austin","Office Supplies","-$27","$153","Consumer",2015-02-12,"Storage"
"6073","Austin","Office Supplies","$1","$3","Consumer",2015-02-12,"Fasteners"
"6074","Austin","Office Supplies","-$1","$6","Consumer",2015-02-12,"Supplies"
"6075","Los Angeles","Office Supplies","$52","$154","Corporate",2017-02-12,"Binders"
"6076","Los Angeles","Office Supplies","$3","$271","Corporate",2017-02-12,"Storage"
"6077","New York City","Technology","$206","$469","Consumer",2016-02-09,"Accessories"
"6078","New York City","Technology","$30","$72","Consumer",2016-02-09,"Accessories"
"6079","New York City","Office Supplies","$3","$11","Consumer",2016-02-09,"Supplies"
"6080","New York City","Furniture","$61","$192","Consumer",2016-02-09,"Furnishings"
"6081","Houston","Office Supplies","$8","$151","Home Office",2017-02-08,"Storage"
"6082","Lubbock","Furniture","-$11","$25","Consumer",2014-02-02,"Furnishings"
"6083","Houston","Office Supplies","-$10","$6","Consumer",2016-02-11,"Binders"
"6084","Houston","Office Supplies","$3","$24","Consumer",2016-02-11,"Art"
"6085","Houston","Technology","-$1","$24","Consumer",2016-02-11,"Accessories"
"6086","Houston","Office Supplies","$1","$2","Consumer",2016-02-11,"Labels"
"6087","Houston","Office Supplies","-$7","$4","Consumer",2016-02-11,"Binders"
"6088","Costa Mesa","Furniture","$13","$29","Consumer",2015-02-12,"Furnishings"
"6089","Roswell","Office Supplies","$3","$6","Corporate",2015-02-06,"Paper"
"6090","Loveland","Office Supplies","-$1","$1","Corporate",2017-02-12,"Binders"
"6091","New York City","Furniture","$18","$273","Consumer",2017-02-09,"Chairs"
"6092","New York City","Technology","$96","$213","Consumer",2017-02-09,"Accessories"
"6093","New York City","Office Supplies","$18","$39","Consumer",2017-02-09,"Paper"
"6094","New York City","Technology","$22","$73","Consumer",2017-02-09,"Accessories"
"6095","New York City","Office Supplies","$13","$45","Consumer",2017-02-09,"Storage"
"6096","New York City","Office Supplies","$6","$14","Consumer",2017-02-09,"Paper"
"6097","New York City","Furniture","$8","$81","Consumer",2017-02-09,"Chairs"
"6098","New York City","Office Supplies","$4","$12","Consumer",2017-02-09,"Binders"
"6099","New York City","Office Supplies","$2","$4","Consumer",2017-02-09,"Fasteners"
"6100","New York City","Furniture","$610","$2,888","Consumer",2017-02-09,"Chairs"
"6101","New York City","Technology","$351","$1,300","Consumer",2017-02-09,"Phones"
"6102","New York City","Furniture","$376","$2,254","Consumer",2017-02-09,"Chairs"
"6103","New York City","Technology","$28","$105","Consumer",2017-02-09,"Phones"
"6104","New York City","Technology","$20","$60","Consumer",2017-02-09,"Accessories"
"6105","Philadelphia","Furniture","-$84","$315","Home Office",2017-02-08,"Tables"
"6106","Miami","Office Supplies","$4","$14","Corporate",2015-02-06,"Art"
"6107","Grand Prairie","Office Supplies","-$50","$19","Consumer",2014-02-12,"Appliances"
"6108","Grand Prairie","Technology","-$8","$65","Consumer",2014-02-12,"Accessories"
"6109","Chicago","Office Supplies","$2","$6","Consumer",2016-02-09,"Labels"
"6110","Chicago","Office Supplies","-$3","$2","Consumer",2016-02-09,"Binders"
"6111","Parma","Furniture","-$21","$1,475","Consumer",2016-02-11,"Chairs"
"6112","Parma","Office Supplies","$33","$110","Consumer",2016-02-11,"Appliances"
"6113","Parma","Office Supplies","$5","$17","Consumer",2016-02-11,"Fasteners"
"6114","Parma","Furniture","$0","$1,537","Consumer",2016-02-11,"Chairs"
"6115","Parma","Furniture","-$13","$449","Consumer",2016-02-11,"Chairs"
"6116","Redwood City","Office Supplies","$14","$42","Corporate",2016-02-03,"Binders"
"6117","New York City","Technology","$593","$2,280","Home Office",2016-02-11,"Phones"
"6118","New York City","Office Supplies","$7","$15","Home Office",2016-02-11,"Labels"
"6119","Springfield","Technology","$19","$192","Corporate",2017-02-09,"Phones"
"6120","Springfield","Office Supplies","$7","$24","Corporate",2017-02-09,"Art"
"6121","Springfield","Furniture","$61","$409","Corporate",2017-02-09,"Furnishings"
"6122","Springfield","Furniture","-$128","$73","Corporate",2017-02-09,"Bookcases"
"6123","Chicago","Office Supplies","$5","$62","Consumer",2017-02-12,"Storage"
"6124","Bedford","Office Supplies","$7","$21","Home Office",2015-02-08,"Paper"
"6125","Los Angeles","Technology","$9","$45","Corporate",2017-02-06,"Accessories"
"6126","Los Angeles","Office Supplies","$5","$12","Corporate",2017-02-06,"Paper"
"6127","Los Angeles","Office Supplies","$1","$4","Corporate",2017-02-06,"Binders"
"6128","New York City","Furniture","$55","$328","Consumer",2016-02-03,"Chairs"
"6129","San Francisco","Office Supplies","$19","$49","Corporate",2014-02-10,"Binders"
"6130","Virginia Beach","Technology","$21","$53","Home Office",2017-02-03,"Accessories"
"6131","Virginia Beach","Office Supplies","$1","$4","Home Office",2017-02-03,"Fasteners"
"6132","New York City","Furniture","$162","$767","Home Office",2014-02-12,"Chairs"
"6133","Lebanon","Office Supplies","$59","$164","Consumer",2017-02-09,"Paper"
"6134","Los Angeles","Furniture","$12","$161","Corporate",2016-02-08,"Tables"
"6135","Chula Vista","Office Supplies","$56","$193","Consumer",2016-02-11,"Art"
"6136","Mcallen","Technology","$3","$28","Home Office",2015-02-10,"Accessories"
"6137","Mcallen","Office Supplies","-$187","$73","Home Office",2015-02-10,"Appliances"
"6138","Hollywood","Office Supplies","$11","$32","Consumer",2016-02-10,"Paper"
"6139","San Francisco","Furniture","-$12","$206","Consumer",2014-02-03,"Bookcases"
"6140","Santa Maria","Office Supplies","$30","$115","Consumer",2015-02-04,"Storage"
"6141","Manchester","Office Supplies","$135","$275","Consumer",2017-02-07,"Paper"
"6142","Manchester","Office Supplies","$4","$196","Consumer",2017-02-07,"Storage"
"6143","Manchester","Technology","$75","$258","Consumer",2017-02-07,"Phones"
"6144","Manchester","Office Supplies","$49","$119","Consumer",2017-02-07,"Art"
"6145","Omaha","Office Supplies","$9","$20","Consumer",2017-02-06,"Paper"
"6146","San Jose","Office Supplies","$3","$12","Consumer",2014-02-12,"Art"
"6147","San Francisco","Office Supplies","$3","$12","Corporate",2017-02-11,"Art"
"6148","San Francisco","Office Supplies","$15","$41","Corporate",2017-02-11,"Binders"
"6149","San Francisco","Technology","$13","$202","Consumer",2016-02-06,"Phones"
"6150","Long Beach","Furniture","-$34","$341","Corporate",2017-02-12,"Chairs"
"6151","Columbus","Furniture","$89","$355","Consumer",2016-02-04,"Bookcases"
"6152","San Francisco","Furniture","$70","$1,198","Home Office",2014-02-03,"Bookcases"
"6153","Los Angeles","Office Supplies","$1","$88","Consumer",2017-02-07,"Storage"
"6154","Philadelphia","Furniture","$10","$52","Corporate",2017-02-04,"Furnishings"
"6155","Philadelphia","Office Supplies","$6","$51","Corporate",2017-02-04,"Storage"
"6156","Philadelphia","Office Supplies","$33","$333","Corporate",2017-02-04,"Storage"
"6157","Philadelphia","Furniture","$10","$42","Corporate",2017-02-04,"Furnishings"
"6158","Tulsa","Office Supplies","$38","$82","Consumer",2016-02-08,"Envelopes"
"6159","Tulsa","Technology","$23","$167","Consumer",2016-02-08,"Accessories"
"6160","Los Angeles","Office Supplies","$108","$773","Consumer",2016-02-12,"Storage"
"6161","Lakeland","Technology","$28","$324","Corporate",2014-02-03,"Phones"
"6162","Lakeland","Office Supplies","$4","$12","Corporate",2014-02-03,"Labels"
"6163","Lakeland","Office Supplies","$2","$26","Corporate",2014-02-03,"Storage"
"6164","Lakeland","Office Supplies","-$26","$34","Corporate",2014-02-03,"Binders"
"6165","Lakeland","Furniture","$1","$5","Corporate",2014-02-03,"Furnishings"
"6166","Lakeland","Furniture","$6","$20","Corporate",2014-02-03,"Furnishings"
"6167","Lakeland","Technology","$53","$170","Corporate",2014-02-03,"Accessories"
"6168","Houston","Office Supplies","$44","$117","Consumer",2015-02-04,"Paper"
"6169","Los Angeles","Office Supplies","$11","$23","Corporate",2015-02-09,"Paper"
"6170","Springfield","Office Supplies","$6","$13","Consumer",2014-02-08,"Paper"
"6171","New York City","Office Supplies","$12","$34","Corporate",2016-02-12,"Binders"
"6172","New York City","Office Supplies","$1","$4","Corporate",2016-02-12,"Art"
"6173","Springfield","Office Supplies","$13","$27","Home Office",2014-02-08,"Binders"
"6174","Springfield","Technology","$9","$21","Home Office",2014-02-08,"Accessories"
"6175","Springfield","Office Supplies","$226","$838","Home Office",2014-02-08,"Storage"
"6176","Columbia","Furniture","$423","$1,690","Consumer",2015-02-09,"Chairs"
"6177","Columbia","Office Supplies","$24","$86","Consumer",2015-02-09,"Storage"
"6178","Columbia","Office Supplies","$57","$122","Consumer",2015-02-09,"Envelopes"
"6179","Columbia","Office Supplies","$12","$24","Consumer",2015-02-09,"Paper"
"6180","Columbia","Office Supplies","$6","$64","Consumer",2015-02-09,"Storage"
"6181","Columbia","Technology","$176","$630","Consumer",2015-02-09,"Phones"
"6182","Columbia","Technology","$33","$114","Consumer",2015-02-09,"Phones"
"6183","Columbia","Office Supplies","$7","$15","Consumer",2015-02-09,"Binders"
"6184","Columbia","Office Supplies","$18","$888","Consumer",2015-02-09,"Storage"
"6185","Portland","Furniture","$25","$404","Home Office",2016-02-12,"Chairs"
"6186","Philadelphia","Office Supplies","$11","$107","Consumer",2015-02-08,"Art"
"6187","New York City","Office Supplies","$21","$71","Corporate",2015-02-11,"Storage"
"6188","New York City","Office Supplies","$12","$35","Corporate",2015-02-11,"Binders"
"6189","New York City","Office Supplies","$36","$119","Corporate",2015-02-11,"Art"
"6190","Des Plaines","Technology","$48","$384","Consumer",2017-02-04,"Phones"
"6191","New York City","Furniture","$208","$800","Consumer",2016-02-12,"Furnishings"
"6192","Seattle","Office Supplies","$8","$31","Consumer",2017-02-12,"Storage"
"6193","Houston","Office Supplies","$9","$26","Consumer",2017-02-12,"Paper"
"6194","Houston","Office Supplies","-$10","$6","Consumer",2017-02-12,"Binders"
"6195","Houston","Office Supplies","$27","$76","Consumer",2017-02-12,"Paper"
"6196","Philadelphia","Technology","-$77","$330","Consumer",2017-02-10,"Phones"
"6197","Philadelphia","Office Supplies","-$4","$71","Consumer",2017-02-10,"Storage"
"6198","Columbus","Office Supplies","$29","$64","Consumer",2015-02-11,"Paper"
"6199","Columbus","Technology","$13","$51","Consumer",2015-02-11,"Phones"
"6200","Columbus","Office Supplies","$46","$96","Consumer",2015-02-11,"Paper"
"6201","Evanston","Technology","$486","$1,440","Consumer",2015-02-04,"Copiers"
"6202","Evanston","Technology","-$5","$44","Consumer",2015-02-04,"Accessories"
"6203","Apple Valley","Furniture","$7","$564","Consumer",2016-02-12,"Chairs"
"6204","Columbus","Technology","-$47","$235","Consumer",2016-02-10,"Phones"
"6205","Marion","Furniture","$2","$8","Home Office",2017-02-12,"Furnishings"
"6206","Houston","Office Supplies","$16","$51","Consumer",2016-02-10,"Paper"
"6207","Houston","Office Supplies","$8","$25","Consumer",2016-02-10,"Fasteners"
"6208","Houston","Furniture","-$15","$57","Consumer",2016-02-10,"Chairs"
"6209","Marion","Office Supplies","-$6","$51","Corporate",2017-02-09,"Storage"
"6210","Seattle","Office Supplies","$943","$2,794","Corporate",2017-02-08,"Binders"
"6211","Seattle","Office Supplies","$290","$1,000","Corporate",2017-02-08,"Storage"
"6212","Seattle","Furniture","$22","$66","Corporate",2017-02-08,"Furnishings"
"6213","Longview","Office Supplies","$9","$18","Consumer",2017-02-11,"Fasteners"
"6214","Longview","Office Supplies","$22","$76","Consumer",2017-02-11,"Appliances"
"6215","Redondo Beach","Office Supplies","$4","$8","Consumer",2014-02-10,"Envelopes"
"6216","New York City","Furniture","$28","$68","Corporate",2015-02-11,"Furnishings"
"6217","New York City","Office Supplies","$29","$62","Corporate",2015-02-11,"Envelopes"
"6218","Louisville","Technology","$0","$30","Consumer",2015-02-07,"Phones"
"6219","Trenton","Technology","$35","$126","Consumer",2016-02-10,"Phones"
"6220","Trenton","Technology","$52","$192","Consumer",2016-02-10,"Phones"
"6221","Trenton","Office Supplies","$1","$21","Consumer",2016-02-10,"Storage"
"6222","Los Angeles","Office Supplies","$26","$57","Consumer",2017-02-09,"Labels"
"6223","Hendersonville","Furniture","$19","$73","Consumer",2017-02-12,"Furnishings"
"6224","Hendersonville","Office Supplies","$1","$12","Consumer",2017-02-12,"Art"
"6225","Hendersonville","Office Supplies","-$55","$218","Consumer",2017-02-12,"Storage"
"6226","Portland","Furniture","-$104","$66","Consumer",2015-02-10,"Bookcases"
"6227","Portland","Furniture","-$15","$291","Consumer",2015-02-10,"Chairs"
"6228","Irving","Technology","$8","$89","Consumer",2014-02-11,"Phones"
"6229","Cleveland","Technology","-$20","$110","Home Office",2016-02-01,"Phones"
"6230","Cleveland","Technology","$16","$55","Home Office",2016-02-01,"Accessories"
"6231","Waterloo","Office Supplies","$12","$30","Consumer",2017-02-07,"Art"
"6232","Seattle","Furniture","$9","$178","Consumer",2017-02-09,"Chairs"
"6233","Seattle","Office Supplies","$9","$19","Consumer",2017-02-09,"Paper"
"6234","Seattle","Office Supplies","$34","$71","Consumer",2017-02-09,"Paper"
"6235","Seattle","Office Supplies","$460","$1,472","Consumer",2017-02-09,"Binders"
"6236","Seattle","Technology","-$18","$80","Consumer",2017-02-09,"Phones"
"6237","Philadelphia","Office Supplies","$22","$58","Corporate",2016-02-02,"Envelopes"
"6238","New York City","Office Supplies","$9","$26","Consumer",2016-02-01,"Binders"
"6239","San Jose","Furniture","$22","$167","Consumer",2015-02-12,"Furnishings"
"6240","San Jose","Office Supplies","$94","$360","Consumer",2015-02-12,"Storage"
"6241","Los Angeles","Office Supplies","$4","$12","Consumer",2016-02-10,"Binders"
"6242","Concord","Furniture","$101","$247","Corporate",2017-02-05,"Furnishings"
"6243","Columbia","Office Supplies","-$15","$18","Home Office",2014-02-12,"Binders"
"6244","Bellevue","Office Supplies","$8","$25","Home Office",2016-02-11,"Supplies"
"6245","Seattle","Office Supplies","$31","$119","Home Office",2015-02-11,"Art"
"6246","Seattle","Furniture","$6","$22","Home Office",2015-02-11,"Furnishings"
"6247","Seattle","Technology","$6","$14","Home Office",2015-02-11,"Accessories"
"6248","Columbus","Office Supplies","$20","$43","Consumer",2017-02-05,"Binders"
"6249","Columbus","Furniture","$3","$6","Consumer",2017-02-05,"Furnishings"
"6250","Columbus","Office Supplies","$121","$465","Consumer",2017-02-05,"Appliances"
"6251","Columbus","Office Supplies","$4","$8","Consumer",2017-02-05,"Paper"
"6252","Chicago","Office Supplies","-$6","$2","Consumer",2014-02-12,"Appliances"
"6253","Marietta","Office Supplies","$28","$58","Home Office",2014-02-04,"Paper"
"6254","Marietta","Technology","$50","$201","Home Office",2014-02-04,"Phones"
"6255","Montgomery","Furniture","$8","$21","Corporate",2015-02-09,"Furnishings"
"6256","Plano","Office Supplies","$3","$10","Corporate",2017-02-09,"Labels"
"6257","Tamarac","Office Supplies","-$3","$3","Home Office",2015-02-09,"Binders"
"6258","Columbus","Office Supplies","-$82","$385","Corporate",2017-02-11,"Supplies"
"6259","New York City","Office Supplies","$11","$23","Consumer",2015-02-03,"Envelopes"
"6260","Richmond","Office Supplies","$6","$11","Consumer",2015-02-08,"Binders"
"6261","Seattle","Office Supplies","$5","$15","Consumer",2015-02-05,"Binders"
"6262","Long Beach","Office Supplies","$20","$41","Corporate",2017-02-07,"Labels"
"6263","Rockford","Office Supplies","-$730","$442","Corporate",2016-02-09,"Binders"
"6264","Columbus","Office Supplies","$16","$35","Corporate",2017-02-05,"Binders"
"6265","Tulsa","Office Supplies","$14","$29","Consumer",2016-02-10,"Binders"
"6266","Nashville","Office Supplies","$1","$3","Consumer",2014-02-11,"Paper"
"6267","Nashville","Office Supplies","$49","$144","Consumer",2014-02-11,"Paper"
"6268","Cambridge","Technology","$94","$312","Home Office",2015-02-10,"Phones"
"6269","Cambridge","Office Supplies","$10","$22","Home Office",2015-02-10,"Binders"
"6270","Oakland","Technology","-$8","$40","Corporate",2017-02-12,"Phones"
"6271","Oakland","Furniture","$43","$1,159","Corporate",2017-02-12,"Chairs"
"6272","Oakland","Office Supplies","$45","$180","Corporate",2017-02-12,"Art"
"6273","Palatine","Technology","$23","$116","Corporate",2017-02-12,"Accessories"
"6274","Seattle","Furniture","$4","$12","Consumer",2016-02-07,"Furnishings"
"6275","Seattle","Technology","$90","$428","Consumer",2016-02-07,"Accessories"
"6276","Seattle","Furniture","$11","$25","Consumer",2016-02-07,"Furnishings"
"6277","Seattle","Office Supplies","$41","$88","Consumer",2016-02-07,"Labels"
"6278","Seattle","Office Supplies","$17","$70","Consumer",2016-02-07,"Storage"
"6279","Seattle","Technology","-$5","$21","Consumer",2016-02-07,"Phones"
"6280","Seattle","Office Supplies","$4","$13","Consumer",2016-02-07,"Binders"
"6281","Cincinnati","Office Supplies","$2","$6","Consumer",2017-02-05,"Labels"
"6282","Marion","Furniture","$10","$64","Consumer",2015-02-11,"Furnishings"
"6283","Marion","Office Supplies","-$27","$142","Consumer",2015-02-11,"Storage"
"6284","Los Angeles","Office Supplies","$143","$305","Corporate",2016-02-09,"Envelopes"
"6285","Los Angeles","Furniture","$56","$563","Corporate",2016-02-09,"Chairs"
"6286","Lakewood","Furniture","-$231","$661","Corporate",2016-02-10,"Tables"
"6287","Lebanon","Technology","$18","$240","Home Office",2016-02-10,"Phones"
"6288","San Francisco","Furniture","-$88","$502","Corporate",2014-02-07,"Tables"
"6289","San Francisco","Office Supplies","$69","$197","Corporate",2014-02-07,"Binders"
"6290","Chico","Furniture","$103","$915","Home Office",2015-02-03,"Chairs"
"6291","Chico","Furniture","$92","$328","Home Office",2015-02-03,"Furnishings"
"6292","Salem","Furniture","$168","$702","Consumer",2017-02-12,"Chairs"
"6293","Los Angeles","Technology","$8","$89","Consumer",2015-02-04,"Phones"
"6294","Los Angeles","Office Supplies","$17","$64","Consumer",2015-02-04,"Art"
"6295","New York City","Office Supplies","$13","$34","Corporate",2014-02-09,"Binders"
"6296","Beverly","Office Supplies","$504","$1,737","Corporate",2014-02-12,"Appliances"
"6297","Beverly","Office Supplies","$85","$704","Corporate",2014-02-12,"Storage"
"6298","Beverly","Office Supplies","$67","$142","Corporate",2014-02-12,"Paper"
"6299","San Diego","Office Supplies","$12","$36","Corporate",2014-02-10,"Binders"
"6300","San Francisco","Furniture","$10","$26","Home Office",2017-02-11,"Furnishings"
"6301","Chicago","Office Supplies","-$38","$25","Consumer",2014-02-06,"Binders"
"6302","Chicago","Office Supplies","$5","$14","Consumer",2014-02-06,"Envelopes"
"6303","Dallas","Technology","$20","$196","Consumer",2017-02-11,"Phones"
"6304","Corpus Christi","Office Supplies","$23","$74","Home Office",2017-02-06,"Paper"
"6305","New York City","Office Supplies","$3","$7","Consumer",2017-02-05,"Paper"
"6306","Eugene","Office Supplies","-$4","$18","Corporate",2016-02-11,"Supplies"
"6307","Eugene","Furniture","-$14","$105","Corporate",2016-02-11,"Chairs"
"6308","Eugene","Office Supplies","$17","$48","Corporate",2016-02-11,"Paper"
"6309","Eugene","Furniture","-$98","$650","Corporate",2016-02-11,"Chairs"
"6310","Eugene","Office Supplies","$228","$629","Corporate",2016-02-11,"Labels"
"6311","Eugene","Office Supplies","$5","$15","Corporate",2016-02-11,"Paper"
"6312","Oxnard","Furniture","$22","$128","Consumer",2014-02-09,"Furnishings"
"6313","Fairfield","Office Supplies","$81","$580","Corporate",2017-02-02,"Storage"
"6314","Fairfield","Technology","$7","$15","Corporate",2017-02-02,"Phones"
"6315","Jackson","Office Supplies","$46","$152","Corporate",2014-02-11,"Art"
"6316","Jackson","Office Supplies","$96","$197","Corporate",2014-02-11,"Labels"
"6317","Jackson","Office Supplies","$69","$144","Corporate",2014-02-11,"Paper"
"6318","Jackson","Office Supplies","$8","$16","Corporate",2014-02-11,"Paper"
"6319","Laguna Niguel","Technology","$3","$40","Corporate",2017-02-11,"Phones"
"6320","Laguna Niguel","Office Supplies","$15","$34","Corporate",2017-02-11,"Paper"
"6321","Jacksonville","Office Supplies","$4","$10","Corporate",2017-02-09,"Paper"
"6322","Mount Vernon","Office Supplies","$3","$8","Corporate",2014-02-10,"Binders"
"6323","Midland","Office Supplies","$7","$15","Home Office",2014-02-06,"Envelopes"
"6324","Newark","Technology","$31","$66","Consumer",2014-02-06,"Machines"
"6325","San Francisco","Office Supplies","$16","$33","Corporate",2015-02-10,"Paper"
"6326","San Francisco","Office Supplies","$103","$211","Corporate",2015-02-10,"Envelopes"
"6327","Westland","Office Supplies","$4","$14","Consumer",2014-02-01,"Storage"
"6328","Westland","Furniture","$30","$273","Consumer",2014-02-01,"Furnishings"
"6329","Westland","Office Supplies","$9","$19","Consumer",2014-02-01,"Binders"
"6330","Westland","Office Supplies","$94","$248","Consumer",2014-02-01,"Appliances"
"6331","Westland","Office Supplies","$16","$67","Consumer",2014-02-01,"Storage"
"6332","Westland","Office Supplies","$13","$44","Consumer",2014-02-01,"Art"
"6333","Westland","Furniture","$5","$15","Consumer",2014-02-01,"Furnishings"
"6334","Westland","Office Supplies","$13","$30","Consumer",2014-02-01,"Binders"
"6335","New York City","Office Supplies","$23","$49","Consumer",2014-02-07,"Paper"
"6336","New York City","Office Supplies","$6","$18","Consumer",2014-02-07,"Binders"
"6337","Los Angeles","Furniture","$16","$47","Consumer",2016-02-08,"Furnishings"
"6338","Los Angeles","Technology","$42","$340","Consumer",2016-02-08,"Phones"
"6339","New York City","Technology","$44","$88","Corporate",2017-02-10,"Phones"
"6340","New York City","Furniture","$2","$221","Corporate",2017-02-10,"Chairs"
"6341","New York City","Technology","$1,352","$5,200","Corporate",2017-02-10,"Machines"
"6342","Lancaster","Office Supplies","-$35","$157","Consumer",2016-02-12,"Storage"
"6343","Newark","Technology","$53","$120","Home Office",2015-02-03,"Accessories"
"6344","Newark","Office Supplies","$15","$30","Home Office",2015-02-03,"Binders"
"6345","Newark","Office Supplies","$33","$69","Home Office",2015-02-03,"Binders"
"6346","Newark","Technology","$171","$588","Home Office",2015-02-03,"Phones"
"6347","New York City","Office Supplies","$12","$25","Home Office",2017-02-10,"Labels"
"6348","San Francisco","Office Supplies","$4","$12","Consumer",2015-02-05,"Binders"
"6349","San Francisco","Office Supplies","$10","$37","Consumer",2015-02-05,"Storage"
"6350","San Francisco","Office Supplies","$11","$35","Consumer",2015-02-05,"Supplies"
"6351","Dallas","Furniture","-$106","$108","Consumer",2017-02-09,"Furnishings"
"6352","Miami","Technology","$27","$361","Corporate",2017-02-11,"Phones"
"6353","Philadelphia","Office Supplies","-$2","$2","Consumer",2015-02-09,"Binders"
"6354","New York City","Office Supplies","$2","$8","Corporate",2015-02-09,"Appliances"
"6355","New York City","Technology","$101","$338","Corporate",2015-02-09,"Phones"
"6356","Philadelphia","Office Supplies","-$14","$84","Consumer",2014-02-10,"Storage"
"6357","Seattle","Office Supplies","$7","$20","Corporate",2017-02-01,"Binders"
"6358","Seattle","Office Supplies","$12","$26","Corporate",2017-02-01,"Paper"
"6359","Seattle","Office Supplies","$3","$6","Corporate",2017-02-01,"Paper"
"6360","Seattle","Technology","$9","$86","Corporate",2017-02-01,"Phones"
"6361","Los Angeles","Office Supplies","$16","$56","Home Office",2015-02-12,"Art"
"6362","Springfield","Office Supplies","$8","$51","Consumer",2014-02-11,"Art"
"6363","Renton","Office Supplies","$57","$151","Consumer",2017-02-11,"Binders"
"6364","Renton","Technology","$104","$1,040","Consumer",2017-02-11,"Machines"
"6365","Renton","Office Supplies","$25","$52","Consumer",2017-02-11,"Paper"
"6366","New York City","Technology","$11","$41","Home Office",2017-02-04,"Phones"
"6367","New York City","Office Supplies","$7","$240","Home Office",2017-02-04,"Supplies"
"6368","New York City","Technology","$33","$119","Home Office",2017-02-04,"Phones"
"6369","San Jose","Office Supplies","$50","$133","Consumer",2017-02-05,"Binders"
"6370","Grand Prairie","Furniture","-$30","$38","Corporate",2016-02-10,"Furnishings"
"6371","New York City","Furniture","$13","$114","Home Office",2016-02-11,"Bookcases"
"6372","New York City","Furniture","$22","$84","Home Office",2017-02-10,"Furnishings"
"6373","New York City","Office Supplies","$3","$7","Home Office",2017-02-10,"Art"
"6374","New York City","Technology","$67","$372","Home Office",2017-02-10,"Accessories"
"6375","Memphis","Furniture","$70","$562","Corporate",2014-02-04,"Chairs"
"6376","Memphis","Office Supplies","-$1","$100","Corporate",2014-02-04,"Storage"
"6377","Philadelphia","Office Supplies","$2","$5","Home Office",2016-02-10,"Labels"
"6378","Los Angeles","Furniture","$4","$15","Consumer",2016-02-12,"Furnishings"
"6379","Waterbury","Technology","$42","$100","Home Office",2017-02-04,"Accessories"
"6380","Waterbury","Office Supplies","$72","$286","Home Office",2017-02-04,"Storage"
"6381","Chandler","Office Supplies","-$12","$50","Home Office",2014-02-04,"Fasteners"
"6382","Springfield","Furniture","-$168","$300","Consumer",2016-02-03,"Bookcases"
"6383","Springfield","Technology","-$37","$158","Consumer",2016-02-03,"Phones"
"6384","Austin","Office Supplies","-$52","$33","Consumer",2017-02-01,"Binders"
"6385","Austin","Technology","$14","$48","Consumer",2017-02-01,"Accessories"
"6386","Austin","Technology","$13","$63","Consumer",2017-02-01,"Accessories"
"6387","Austin","Office Supplies","-$7","$4","Consumer",2017-02-01,"Binders"
"6388","Detroit","Office Supplies","$5","$11","Consumer",2014-02-01,"Paper"
"6389","Detroit","Office Supplies","$7","$230","Consumer",2014-02-01,"Storage"
"6390","Springfield","Office Supplies","$146","$311","Corporate",2015-02-02,"Envelopes"
"6391","Springfield","Office Supplies","$6","$13","Corporate",2015-02-02,"Paper"
"6392","New York City","Office Supplies","$7","$15","Consumer",2016-02-12,"Paper"
"6393","New York City","Office Supplies","$3","$6","Consumer",2016-02-12,"Labels"
"6394","New York City","Office Supplies","$11","$21","Consumer",2016-02-12,"Fasteners"
"6395","New York City","Furniture","$198","$397","Consumer",2016-02-12,"Furnishings"
"6396","New York City","Office Supplies","$5","$17","Consumer",2016-02-12,"Storage"
"6397","New York City","Office Supplies","$8","$23","Consumer",2016-02-12,"Binders"
"6398","Dallas","Office Supplies","$1","$5","Home Office",2017-02-10,"Art"
"6399","Concord","Technology","$247","$825","Home Office",2017-02-08,"Phones"
"6400","Concord","Office Supplies","$12","$25","Home Office",2017-02-08,"Labels"
"6401","Concord","Office Supplies","$68","$228","Home Office",2017-02-08,"Art"
"6402","Lafayette","Furniture","$34","$242","Consumer",2017-02-05,"Bookcases"
"6403","Lafayette","Office Supplies","$2","$4","Consumer",2017-02-05,"Binders"
"6404","Lafayette","Furniture","$3","$8","Consumer",2017-02-05,"Furnishings"
"6405","Raleigh","Technology","$20","$177","Consumer",2015-02-11,"Phones"
"6406","Spokane","Furniture","$7","$570","Corporate",2017-02-08,"Chairs"
"6407","Spokane","Office Supplies","$43","$150","Corporate",2017-02-08,"Storage"
"6408","Houston","Furniture","-$13","$899","Consumer",2017-02-05,"Chairs"
"6409","Houston","Office Supplies","$6","$46","Consumer",2017-02-05,"Art"
"6410","Houston","Office Supplies","$16","$48","Consumer",2017-02-05,"Paper"
"6411","Houston","Technology","$1","$8","Consumer",2017-02-05,"Phones"
