"","City","Category","Profit","Sales","Segment"
"5437","Palm Coast","Furniture","$5","$20","Corporate"
"5438","Palm Coast","Office Supplies","-$7","$10","Corporate"
"5439","Palm Coast","Furniture","$16","$213","Corporate"
"5440","New York City","Office Supplies","$184","$589","Consumer"
"5441","Jupiter","Office Supplies","$0","$2","Consumer"
"5442","Glendale","Office Supplies","$2","$6","Consumer"
"5443","New York City","Technology","$37","$100","Consumer"
"5444","New York City","Office Supplies","$21","$62","Consumer"
"5445","New York City","Office Supplies","$3","$11","Consumer"
"5446","Houston","Office Supplies","$7","$21","Home Office"
"5447","New York City","Technology","$8","$33","Corporate"
"5448","New York City","Technology","$87","$250","Corporate"
"5449","Olathe","Office Supplies","$7","$358","Home Office"
"5450","Olathe","Technology","$11","$57","Home Office"
"5451","Olathe","Office Supplies","$149","$332","Home Office"
"5452","Olathe","Furniture","$13","$41","Home Office"
"5453","Sparks","Office Supplies","$25","$86","Home Office"
"5454","Rockford","Office Supplies","$14","$38","Corporate"
"5455","Philadelphia","Office Supplies","$1","$8","Corporate"
"5456","Philadelphia","Office Supplies","$1","$7","Corporate"
"5457","Edmonds","Office Supplies","$10","$20","Consumer"
"5458","Edmonds","Furniture","$21","$68","Consumer"
"5459","San Francisco","Office Supplies","$4","$13","Consumer"
"5460","San Francisco","Furniture","$92","$1,478","Consumer"
"5461","Asheville","Office Supplies","-$4","$16","Corporate"
"5462","Los Angeles","Furniture","$4","$9","Consumer"
"5463","Scottsdale","Office Supplies","-$24","$32","Consumer"
"5464","Scottsdale","Office Supplies","$20","$56","Consumer"
"5465","Scottsdale","Office Supplies","$37","$109","Consumer"
"5466","Scottsdale","Furniture","-$321","$181","Consumer"
"5467","Houston","Office Supplies","$6","$16","Consumer"
"5468","San Francisco","Furniture","$14","$122","Consumer"
"5469","San Diego","Furniture","$73","$586","Home Office"
"5470","San Diego","Office Supplies","$9","$19","Home Office"
"5471","Hamilton","Office Supplies","$9","$124","Consumer"
"5472","Parker","Furniture","$4","$13","Consumer"
"5473","Parker","Office Supplies","-$18","$78","Consumer"
"5474","Parker","Furniture","-$184","$102","Consumer"
"5475","Fremont","Office Supplies","$38","$751","Corporate"
"5476","Maple Grove","Office Supplies","$22","$44","Home Office"
"5477","Maple Grove","Office Supplies","$23","$85","Home Office"
"5478","Maple Grove","Office Supplies","$9","$18","Home Office"
"5479","Newark","Office Supplies","$63","$128","Consumer"
"5480","Miami","Office Supplies","-$1","$2","Corporate"
"5481","San Diego","Technology","$12","$103","Corporate"
"5482","San Diego","Technology","$6","$36","Corporate"
"5483","San Diego","Technology","$115","$240","Corporate"
"5484","San Diego","Office Supplies","$0","$41","Corporate"
"5485","Miami","Furniture","-$68","$419","Consumer"
"5486","Miami","Office Supplies","$8","$23","Consumer"
"5487","San Antonio","Office Supplies","-$6","$4","Home Office"
"5488","Jacksonville","Technology","-$6","$24","Corporate"
"5489","Jacksonville","Office Supplies","$2","$6","Corporate"
"5490","Jacksonville","Office Supplies","$2","$21","Corporate"
"5491","Jacksonville","Furniture","-$19","$218","Corporate"
"5492","Houston","Office Supplies","$2","$18","Consumer"
"5493","San Francisco","Office Supplies","$0","$7","Home Office"
"5494","San Francisco","Office Supplies","$20","$41","Home Office"
"5495","San Francisco","Furniture","-$5","$411","Home Office"
"5496","Philadelphia","Office Supplies","-$6","$8","Corporate"
"5497","Marion","Technology","$19","$64","Consumer"
"5498","New York City","Office Supplies","$2","$7","Consumer"
"5499","New York City","Office Supplies","$4","$8","Consumer"
"5500","New York City","Technology","$9","$42","Consumer"
"5501","New York City","Furniture","$89","$664","Consumer"
"5502","New York City","Office Supplies","$4","$9","Consumer"
"5503","Philadelphia","Furniture","$1","$3","Corporate"
"5504","Philadelphia","Office Supplies","$1","$20","Corporate"
"5505","Philadelphia","Office Supplies","$3","$9","Corporate"
"5506","Philadelphia","Technology","-$186","$859","Corporate"
"5507","Los Angeles","Office Supplies","$28","$62","Consumer"
"5508","Smyrna","Office Supplies","$9","$18","Consumer"
"5509","San Francisco","Furniture","$63","$146","Consumer"
"5510","Chicago","Office Supplies","$19","$57","Consumer"
"5511","Chicago","Technology","$3","$11","Consumer"
"5512","Medford","Office Supplies","$11","$33","Consumer"
"5513","Medford","Office Supplies","$8","$23","Consumer"
"5514","New York City","Technology","$2","$240","Consumer"
"5515","New York City","Office Supplies","$45","$160","Consumer"
"5516","New York City","Technology","$4","$129","Consumer"
"5517","Huntsville","Technology","$528","$1,320","Corporate"
"5518","Philadelphia","Furniture","-$10","$240","Corporate"
"5519","Philadelphia","Furniture","$7","$55","Corporate"
"5520","Philadelphia","Office Supplies","$3","$13","Corporate"
"5521","Philadelphia","Office Supplies","$9","$24","Corporate"
"5522","Philadelphia","Technology","-$29","$256","Corporate"
"5523","Santa Clara","Office Supplies","$7","$22","Consumer"
"5524","Santa Clara","Office Supplies","$16","$58","Consumer"
"5525","Long Beach","Office Supplies","$37","$80","Home Office"
"5526","Los Angeles","Office Supplies","$4","$10","Corporate"
"5527","Santa Barbara","Office Supplies","$1","$2","Home Office"
"5528","New York City","Office Supplies","$18","$38","Home Office"
"5529","Jacksonville","Technology","$28","$80","Corporate"
"5530","Cedar Hill","Office Supplies","$40","$115","Corporate"
"5531","Omaha","Technology","$744","$2,480","Consumer"
"5532","Little Rock","Technology","$76","$180","Consumer"
"5533","Little Rock","Technology","$5","$27","Consumer"
"5534","Little Rock","Technology","$129","$323","Consumer"
"5535","Little Rock","Office Supplies","$28","$60","Consumer"
"5536","Little Rock","Office Supplies","$31","$64","Consumer"
"5537","Little Rock","Office Supplies","$6","$12","Consumer"
"5538","Little Rock","Office Supplies","$6","$13","Consumer"
"5539","Norfolk","Office Supplies","$8","$17","Consumer"
"5540","Chicago","Furniture","-$55","$182","Consumer"
"5541","Chicago","Office Supplies","-$3","$2","Consumer"
"5542","Chicago","Office Supplies","$3","$22","Consumer"
"5543","Tucson","Furniture","-$219","$456","Corporate"
"5544","Tucson","Office Supplies","-$8","$10","Corporate"
"5545","Tucson","Office Supplies","-$4","$5","Corporate"
"5546","Concord","Office Supplies","$18","$67","Home Office"
"5547","Draper","Furniture","$11","$25","Consumer"
"5548","Draper","Technology","$47","$127","Consumer"
"5549","San Francisco","Office Supplies","$12","$44","Consumer"
"5550","San Francisco","Technology","$35","$140","Consumer"
"5551","Houston","Office Supplies","$0","$3","Corporate"
"5552","Houston","Office Supplies","-$3","$17","Corporate"
"5553","Houston","Technology","$21","$80","Corporate"
"5554","Houston","Office Supplies","$13","$36","Corporate"
"5555","Houston","Furniture","-$13","$68","Corporate"
"5556","Montgomery","Furniture","$3","$10","Corporate"
"5557","Jackson","Furniture","$2","$6","Corporate"
"5558","Jackson","Office Supplies","$16","$56","Corporate"
"5559","North Las Vegas","Office Supplies","$3","$6","Consumer"
"5560","North Las Vegas","Office Supplies","$239","$1,326","Consumer"
"5561","North Las Vegas","Office Supplies","$7","$15","Consumer"
"5562","Atlanta","Office Supplies","$17","$35","Corporate"
"5563","Atlanta","Technology","$1,440","$3,000","Corporate"
"5564","Atlanta","Office Supplies","$31","$64","Corporate"
"5565","Chicago","Office Supplies","$2","$19","Home Office"
"5566","Chicago","Technology","$9","$210","Home Office"
"5567","Chicago","Office Supplies","$2","$30","Home Office"
"5568","Chicago","Furniture","-$3","$90","Home Office"
"5569","Chicago","Technology","$336","$960","Home Office"
"5570","Chicago","Office Supplies","$6","$16","Home Office"
"5571","Chicago","Technology","-$7","$34","Home Office"
"5572","Columbus","Office Supplies","$36","$98","Corporate"
"5573","Columbus","Office Supplies","-$24","$30","Corporate"
"5574","Columbus","Office Supplies","$6","$17","Corporate"
"5575","Columbus","Technology","-$9","$37","Corporate"
"5576","Columbus","Technology","-$45","$180","Corporate"
"5577","Pasadena","Furniture","$123","$384","Consumer"
"5578","Pasadena","Office Supplies","$16","$57","Consumer"
"5579","Los Angeles","Office Supplies","$2","$7","Consumer"
"5580","Los Angeles","Furniture","-$15","$244","Consumer"
"5581","Los Angeles","Office Supplies","$23","$48","Consumer"
"5582","Clinton","Furniture","$9","$20","Home Office"
"5583","New York City","Office Supplies","$3","$8","Home Office"
"5584","San Diego","Furniture","$2","$6","Consumer"
"5585","New York City","Office Supplies","$2","$84","Home Office"
"5586","New York City","Technology","$164","$546","Home Office"
"5587","New York City","Office Supplies","$5","$269","Home Office"
"5588","Lancaster","Office Supplies","$4","$11","Consumer"
"5589","Great Falls","Office Supplies","$2","$6","Home Office"
"5590","San Francisco","Office Supplies","$10","$34","Consumer"
"5591","San Francisco","Office Supplies","$81","$352","Consumer"
"5592","Lakewood","Furniture","$27","$246","Corporate"
"5593","Lakewood","Office Supplies","$9","$19","Corporate"
"5594","Cleveland","Office Supplies","-$46","$60","Consumer"
"5595","Lawrence","Technology","$110","$392","Corporate"
"5596","Lawrence","Technology","$131","$438","Corporate"
"5597","Concord","Office Supplies","$32","$69","Consumer"
"5598","Baltimore","Office Supplies","$7","$25","Consumer"
"5599","Baltimore","Office Supplies","$3","$11","Consumer"
"5600","Columbus","Office Supplies","$4","$56","Consumer"
"5601","Columbus","Office Supplies","$5","$14","Consumer"
"5602","Columbus","Technology","-$4","$142","Consumer"
"5603","Houston","Office Supplies","$1","$14","Corporate"
"5604","Houston","Office Supplies","$28","$80","Corporate"
"5605","New York City","Office Supplies","$207","$590","Corporate"
"5606","Greensboro","Furniture","$1","$17","Corporate"
"5607","Greensboro","Furniture","-$11","$98","Corporate"
"5608","New York City","Office Supplies","$3","$11","Consumer"
"5609","San Francisco","Office Supplies","$2","$8","Consumer"
"5610","Monroe","Technology","$218","$660","Consumer"
"5611","Cincinnati","Technology","-$5","$53","Consumer"
"5612","Seattle","Technology","$371","$844","Corporate"
"5613","Seattle","Technology","$224","$1,496","Corporate"
"5614","New York City","Office Supplies","$6","$118","Consumer"
"5615","New York City","Office Supplies","$9","$21","Corporate"
"5616","New York City","Office Supplies","$281","$1,041","Corporate"
"5617","New York City","Office Supplies","$8","$29","Corporate"
"5618","Memphis","Furniture","$5","$20","Corporate"
"5619","San Diego","Office Supplies","$9","$444","Consumer"
"5620","La Crosse","Technology","$175","$500","Corporate"
"5621","La Crosse","Office Supplies","$1","$3","Corporate"
"5622","La Crosse","Furniture","$50","$202","Corporate"
"5623","La Crosse","Furniture","$17","$69","Corporate"
"5624","Los Angeles","Technology","$21","$100","Corporate"
"5625","Los Angeles","Technology","$22","$360","Corporate"
"5626","Seattle","Furniture","$3","$6","Home Office"
"5627","Seattle","Furniture","$399","$2,349","Home Office"
"5628","Miami","Office Supplies","$5","$14","Corporate"
"5629","Miami","Furniture","-$14","$274","Corporate"
"5630","Philadelphia","Furniture","-$340","$815","Home Office"
"5631","Chesapeake","Technology","$103","$234","Consumer"
"5632","Chesapeake","Furniture","$75","$1,256","Consumer"
"5633","Chesapeake","Office Supplies","$8","$17","Consumer"
"5634","New York City","Office Supplies","$4","$11","Home Office"
"5635","Ann Arbor","Office Supplies","$76","$153","Home Office"
"5636","La Mesa","Office Supplies","$29","$83","Home Office"
"5637","La Mesa","Technology","$85","$285","Home Office"
"5638","Dearborn","Furniture","$23","$61","Corporate"
"5639","San Diego","Furniture","$149","$1,326","Consumer"
"5640","San Diego","Furniture","$36","$572","Consumer"
"5641","Lakewood","Office Supplies","$10","$29","Home Office"
"5642","Meriden","Office Supplies","$3","$11","Home Office"
"5643","Columbus","Furniture","$3","$7","Home Office"
"5644","Roswell","Office Supplies","$9","$18","Corporate"
"5645","Seattle","Office Supplies","$11","$35","Home Office"
"5646","Morristown","Furniture","$20","$74","Corporate"
"5647","Alexandria","Furniture","$69","$192","Corporate"
"5648","Salt Lake City","Office Supplies","$9","$19","Consumer"
"5649","Apple Valley","Office Supplies","$16","$32","Corporate"
"5650","Apple Valley","Office Supplies","$29","$58","Corporate"
"5651","Apple Valley","Office Supplies","$0","$11","Corporate"
"5652","Apple Valley","Furniture","$211","$1,194","Corporate"
"5653","New York City","Office Supplies","$20","$41","Corporate"
"5654","Long Beach","Office Supplies","$1","$3","Corporate"
"5655","Salem","Office Supplies","-$30","$45","Home Office"
"5656","Salem","Office Supplies","$2","$19","Home Office"
"5657","Salem","Office Supplies","$4","$12","Home Office"
"5658","Salem","Technology","-$8","$113","Home Office"
"5659","Salem","Furniture","-$264","$377","Home Office"
"5660","Salem","Office Supplies","$5","$16","Home Office"
"5661","Salem","Technology","-$7","$29","Home Office"
"5662","Aurora","Furniture","$8","$21","Home Office"
"5663","Aurora","Office Supplies","-$96","$511","Home Office"
"5664","Newark","Office Supplies","$1","$19","Corporate"
"5665","Newark","Office Supplies","-$8","$11","Corporate"
"5666","Newark","Office Supplies","$4","$67","Corporate"
"5667","Newark","Office Supplies","$9","$99","Corporate"
"5668","Seattle","Office Supplies","$7","$15","Consumer"
"5669","Seattle","Office Supplies","$18","$54","Consumer"
"5670","Seattle","Technology","$133","$390","Consumer"
"5671","Pocatello","Furniture","$92","$355","Consumer"
"5672","Pocatello","Technology","$9","$140","Consumer"
"5673","Dallas","Office Supplies","$6","$16","Corporate"
"5674","Dallas","Office Supplies","$3","$8","Corporate"
"5675","Seattle","Office Supplies","$6","$13","Consumer"
"5676","Seattle","Technology","$6","$57","Corporate"
"5677","Seattle","Technology","$2","$28","Corporate"
"5678","Chicago","Furniture","-$51","$39","Consumer"
"5679","Holland","Office Supplies","$9","$20","Home Office"
"5680","Holland","Office Supplies","$54","$110","Home Office"
"5681","Broken Arrow","Office Supplies","$3","$6","Consumer"
"5682","Broken Arrow","Office Supplies","$3","$6","Consumer"
"5683","Athens","Office Supplies","$7","$16","Consumer"
"5684","Athens","Technology","$294","$1,050","Consumer"
"5685","Athens","Office Supplies","$40","$155","Consumer"
"5686","Seattle","Office Supplies","$36","$98","Consumer"
"5687","Apopka","Office Supplies","$5","$14","Consumer"
"5688","Apopka","Furniture","$13","$130","Consumer"
"5689","Apopka","Office Supplies","$17","$49","Consumer"
"5690","Houston","Furniture","-$90","$275","Home Office"
"5691","Baltimore","Office Supplies","$9","$27","Corporate"
"5692","Baltimore","Office Supplies","$21","$45","Corporate"
"5693","Baltimore","Technology","$36","$135","Corporate"
"5694","Baltimore","Office Supplies","$13","$26","Corporate"
"5695","Baltimore","Furniture","$141","$543","Corporate"
"5696","San Francisco","Furniture","-$2","$71","Consumer"
"5697","Chicago","Office Supplies","-$42","$27","Home Office"
"5698","Chicago","Office Supplies","-$24","$13","Home Office"
"5699","Laredo","Office Supplies","$4","$12","Consumer"
"5700","San Francisco","Office Supplies","$18","$36","Consumer"
"5701","Cleveland","Office Supplies","$15","$41","Home Office"
"5702","Cleveland","Technology","-$23","$140","Home Office"
"5703","Marion","Office Supplies","$0","$3","Consumer"
"5704","Marion","Furniture","-$52","$137","Consumer"
"5705","Marion","Technology","$43","$264","Consumer"
"5706","Fairfield","Office Supplies","$3","$12","Consumer"
"5707","New York City","Office Supplies","$15","$40","Corporate"
"5708","New York City","Furniture","$30","$79","Consumer"
"5709","New York City","Office Supplies","$7","$358","Consumer"
"5710","New York City","Furniture","$21","$128","Consumer"
"5711","New York City","Technology","$1,015","$2,800","Consumer"
"5712","New York City","Office Supplies","$9","$19","Consumer"
"5713","Chicago","Technology","$4","$37","Consumer"
"5714","New York City","Technology","$2","$6","Home Office"
"5715","Richmond","Office Supplies","$48","$178","Consumer"
"5716","Ann Arbor","Technology","$112","$620","Corporate"
"5717","Ann Arbor","Technology","$8","$29","Corporate"
"5718","Ann Arbor","Office Supplies","$27","$58","Corporate"
"5719","Ann Arbor","Office Supplies","$5","$29","Corporate"
"5720","Lafayette","Office Supplies","$21","$81","Consumer"
"5721","Springfield","Office Supplies","$2","$9","Corporate"
"5722","Springfield","Technology","$5","$91","Corporate"
"5723","Springfield","Technology","$30","$160","Corporate"
"5724","San Francisco","Office Supplies","$6","$13","Corporate"
"5725","Chicago","Office Supplies","-$83","$332","Corporate"
"5726","New York City","Technology","$396","$900","Corporate"
"5727","Houston","Technology","$118","$946","Corporate"
"5728","Madison","Technology","$32","$178","Consumer"
"5729","Madison","Office Supplies","$305","$1,090","Consumer"
"5730","Madison","Office Supplies","$28","$61","Consumer"
"5731","Madison","Furniture","$41","$460","Consumer"
"5732","Madison","Office Supplies","$13","$28","Consumer"
"5733","Milford","Furniture","$185","$639","Corporate"
"5734","Milford","Office Supplies","$8","$31","Corporate"
"5735","Milford","Furniture","$9","$25","Corporate"
"5736","New York City","Office Supplies","$5","$14","Consumer"
"5737","Los Angeles","Office Supplies","$9","$19","Consumer"
"5738","Los Angeles","Furniture","$6","$19","Consumer"
"5739","San Francisco","Office Supplies","$13","$38","Consumer"
"5740","Fairfield","Office Supplies","$6","$13","Corporate"
"5741","Fairfield","Furniture","$10","$26","Corporate"
"5742","Fairfield","Technology","$53","$533","Corporate"
"5743","Fairfield","Office Supplies","$13","$27","Corporate"
"5744","Fairfield","Office Supplies","$10","$20","Corporate"
"5745","Fairfield","Office Supplies","$8","$795","Corporate"
"5746","Fairfield","Furniture","$7","$22","Corporate"
"5747","Greenville","Technology","$31","$250","Consumer"
"5748","Greenville","Technology","$18","$68","Consumer"
"5749","Greenville","Technology","-$2","$17","Consumer"
"5750","Long Beach","Technology","$37","$75","Consumer"
"5751","Buffalo Grove","Furniture","-$185","$355","Consumer"
"5752","San Diego","Office Supplies","$22","$44","Consumer"
"5753","San Diego","Office Supplies","$9","$21","Consumer"
"5754","Richmond","Furniture","$225","$866","Consumer"
"5755","Springfield","Office Supplies","$1","$6","Consumer"
"5756","Fort Worth","Office Supplies","-$9","$3","Consumer"
"5757","Fort Worth","Technology","$625","$2,000","Consumer"
"5758","Raleigh","Furniture","$12","$46","Consumer"
"5759","Hialeah","Technology","-$2","$33","Consumer"
"5760","Los Angeles","Office Supplies","$125","$481","Home Office"
"5761","Los Angeles","Office Supplies","$2","$6","Home Office"
"5762","Lake Forest","Office Supplies","$152","$543","Consumer"
"5763","Lake Forest","Furniture","$20","$55","Consumer"
"5764","Long Beach","Furniture","$209","$1,449","Corporate"
"5765","Seattle","Office Supplies","$18","$354","Consumer"
"5766","Redding","Technology","$25","$334","Consumer"
"5767","San Antonio","Office Supplies","$20","$60","Home Office"
"5768","Houston","Technology","$20","$85","Corporate"
"5769","Leominster","Office Supplies","$2","$3","Consumer"
"5770","Leominster","Office Supplies","$10","$23","Consumer"
"5771","Los Angeles","Furniture","$5","$15","Corporate"
"5772","Los Angeles","Office Supplies","$336","$1,158","Corporate"
"5773","Springfield","Technology","$234","$600","Corporate"
"5774","Waco","Office Supplies","$2","$24","Consumer"
"5775","Los Angeles","Furniture","-$32","$638","Consumer"
"5776","Los Angeles","Office Supplies","$5","$13","Consumer"
"5777","Auburn","Office Supplies","$6","$16","Consumer"
"5778","San Francisco","Office Supplies","$50","$105","Consumer"
"5779","Los Angeles","Office Supplies","$8","$30","Consumer"
"5780","Los Angeles","Furniture","$11","$113","Consumer"
"5781","Los Angeles","Technology","$24","$72","Consumer"
"5782","Chico","Office Supplies","$1","$2","Consumer"
"5783","Chico","Office Supplies","$7","$16","Consumer"
"5784","Chico","Office Supplies","$16","$36","Consumer"
"5785","Springfield","Furniture","-$385","$218","Consumer"
"5786","Springfield","Office Supplies","$4","$39","Consumer"
"5787","Springfield","Office Supplies","-$17","$23","Consumer"
"5788","Springfield","Office Supplies","$11","$95","Consumer"
"5789","Jacksonville","Furniture","$2","$12","Corporate"
"5790","Jacksonville","Office Supplies","-$3","$4","Corporate"
"5791","Bakersfield","Office Supplies","$17","$35","Consumer"
"5792","Bakersfield","Furniture","$0","$73","Consumer"
"5793","Bakersfield","Office Supplies","$25","$98","Consumer"
"5794","Bakersfield","Furniture","$16","$52","Consumer"
"5795","Bakersfield","Office Supplies","$16","$47","Consumer"
"5796","New York City","Office Supplies","$363","$1,396","Consumer"
"5797","New York City","Furniture","$36","$117","Consumer"
"5798","New York City","Office Supplies","$9","$19","Consumer"
"5799","New York City","Office Supplies","$38","$78","Consumer"
"5800","Chicago","Furniture","-$6","$421","Consumer"
"5801","El Paso","Technology","$43","$576","Consumer"
"5802","El Paso","Office Supplies","$4","$10","Consumer"
"5803","Thousand Oaks","Technology","$1","$16","Consumer"
"5804","Springfield","Office Supplies","$1","$10","Home Office"
"5805","Dallas","Office Supplies","$6","$62","Corporate"
"5806","Dallas","Furniture","-$27","$206","Corporate"
"5807","Knoxville","Office Supplies","$4","$12","Consumer"
"5808","Knoxville","Office Supplies","$9","$87","Consumer"
"5809","Knoxville","Office Supplies","$8","$32","Consumer"
"5810","Chattanooga","Furniture","-$18","$132","Corporate"
"5811","San Diego","Office Supplies","$49","$106","Corporate"
"5812","San Diego","Furniture","$16","$92","Corporate"
"5813","San Diego","Technology","$186","$1,488","Corporate"
"5814","New York City","Office Supplies","$9","$19","Home Office"
"5815","Tampa","Technology","-$1","$12","Consumer"
"5816","Utica","Technology","$78","$280","Consumer"
"5817","Utica","Office Supplies","$5","$13","Consumer"
"5818","Utica","Office Supplies","$6","$17","Consumer"
"5819","Utica","Office Supplies","$45","$93","Consumer"
"5820","Utica","Office Supplies","$6","$12","Consumer"
"5821","San Francisco","Office Supplies","$5","$239","Corporate"
"5822","San Francisco","Office Supplies","$2","$8","Corporate"
"5823","San Francisco","Furniture","-$11","$285","Corporate"
"5824","San Francisco","Office Supplies","$6","$19","Corporate"
"5825","Columbus","Office Supplies","$2","$26","Consumer"
"5826","New York City","Office Supplies","$201","$419","Home Office"
"5827","New York City","Furniture","$14","$91","Home Office"
"5828","New York City","Furniture","-$8","$182","Home Office"
"5829","New York City","Office Supplies","$2","$6","Home Office"
"5830","Richmond","Furniture","$105","$582","Consumer"
"5831","Richmond","Furniture","$8","$30","Consumer"
"5832","San Diego","Technology","$177","$520","Consumer"
"5833","Concord","Office Supplies","$2","$6","Consumer"
"5834","Concord","Furniture","$0","$364","Consumer"
"5835","Miami","Office Supplies","-$43","$64","Consumer"
"5836","Miami","Office Supplies","-$27","$39","Consumer"
"5837","Miami","Technology","-$8","$73","Consumer"
"5838","Los Angeles","Technology","$6","$58","Consumer"
"5839","Seattle","Office Supplies","$3","$84","Consumer"
"5840","Arlington","Office Supplies","$16","$32","Home Office"
"5841","Arlington","Furniture","$11","$48","Home Office"
"5842","San Diego","Technology","$52","$416","Consumer"
"5843","San Diego","Office Supplies","$6","$305","Consumer"
"5844","San Diego","Furniture","$29","$81","Consumer"
"5845","San Diego","Office Supplies","$54","$777","Consumer"
"5846","San Diego","Office Supplies","$16","$32","Consumer"
"5847","San Diego","Furniture","$3","$226","Consumer"
"5848","San Diego","Furniture","$15","$37","Consumer"
"5849","Roseville","Office Supplies","$179","$716","Home Office"
"5850","Roseville","Office Supplies","$143","$796","Home Office"
"5851","Roseville","Technology","$275","$550","Home Office"
"5852","Roseville","Office Supplies","$34","$75","Home Office"
"5853","Roseville","Furniture","$13","$29","Home Office"
"5854","Virginia Beach","Office Supplies","$5","$10","Home Office"
"5855","Dallas","Office Supplies","-$1","$33","Corporate"
"5856","Dallas","Office Supplies","-$5","$23","Corporate"
"5857","Dallas","Office Supplies","-$2","$1","Corporate"
"5858","Dallas","Furniture","-$11","$15","Corporate"
"5859","Concord","Furniture","$14","$240","Consumer"
"5860","Conway","Furniture","$45","$302","Consumer"
"5861","Philadelphia","Office Supplies","$3","$8","Home Office"
"5862","Little Rock","Office Supplies","$54","$110","Consumer"
"5863","Little Rock","Office Supplies","$9","$19","Consumer"
"5864","Little Rock","Office Supplies","$4","$11","Consumer"
"5865","Meriden","Office Supplies","$22","$79","Corporate"
"5866","Meriden","Office Supplies","$2","$5","Corporate"
"5867","Meriden","Furniture","$295","$1,133","Corporate"
"5868","Philadelphia","Office Supplies","$1","$5","Corporate"
"5869","Philadelphia","Office Supplies","-$80","$105","Corporate"
"5870","Cheyenne","Furniture","$100","$1,603","Home Office"
"5871","Anaheim","Furniture","$81","$1,293","Corporate"
"5872","Bloomington","Furniture","$22","$128","Consumer"
"5873","Columbus","Office Supplies","$17","$60","Home Office"
"5874","Jonesboro","Office Supplies","$54","$108","Home Office"
"5875","Jonesboro","Office Supplies","$4","$10","Home Office"
"5876","Philadelphia","Office Supplies","$1","$12","Home Office"
"5877","Lawrence","Office Supplies","$219","$448","Home Office"
"5878","Lawrence","Office Supplies","$9","$18","Home Office"
"5879","Lawrence","Office Supplies","$69","$246","Home Office"
"5880","New York City","Office Supplies","$92","$192","Consumer"
"5881","San Diego","Furniture","$50","$802","Corporate"
"5882","San Diego","Office Supplies","$181","$369","Corporate"
"5883","San Diego","Furniture","-$100","$886","Corporate"
"5884","San Francisco","Furniture","$7","$28","Corporate"
"5885","San Francisco","Office Supplies","$197","$4,913","Corporate"
"5886","San Francisco","Office Supplies","$5","$14","Consumer"
"5887","San Francisco","Technology","$86","$180","Consumer"
"5888","Cranston","Office Supplies","$11","$43","Corporate"
"5889","Owensboro","Office Supplies","$21","$46","Consumer"
"5890","Baltimore","Office Supplies","$12","$25","Consumer"
"5891","Chicago","Office Supplies","$13","$38","Consumer"
"5892","Chicago","Office Supplies","$2","$22","Consumer"
"5893","Chicago","Technology","$2","$82","Consumer"
"5894","Atlanta","Office Supplies","$1","$3","Consumer"
"5895","Los Angeles","Office Supplies","$24","$100","Corporate"
"5896","Los Angeles","Office Supplies","$22","$44","Home Office"
"5897","Los Angeles","Office Supplies","$10","$21","Home Office"
"5898","Richmond","Furniture","$22","$71","Consumer"
"5899","Richmond","Technology","$125","$260","Consumer"
"5900","San Francisco","Office Supplies","$5","$10","Corporate"
"5901","San Francisco","Office Supplies","$8","$24","Home Office"
"5902","Westfield","Furniture","$10","$32","Corporate"
"5903","San Francisco","Office Supplies","$28","$60","Home Office"
"5904","San Francisco","Office Supplies","$22","$45","Home Office"
"5905","San Francisco","Office Supplies","$13","$26","Home Office"
"5906","San Francisco","Office Supplies","$20","$41","Home Office"
"5907","San Francisco","Technology","$1","$17","Home Office"
"5908","San Jose","Office Supplies","$9","$25","Corporate"
"5909","San Jose","Office Supplies","$27","$60","Corporate"
"5910","San Jose","Furniture","$6","$15","Corporate"
"5911","San Jose","Office Supplies","$34","$104","Corporate"
"5912","Seattle","Office Supplies","$13","$47","Home Office"
"5913","Owensboro","Office Supplies","$7","$26","Corporate"
"5914","New York City","Office Supplies","$1","$15","Consumer"
"5915","New York City","Office Supplies","$41","$88","Consumer"
"5916","New York City","Furniture","$9","$200","Consumer"
"5917","New York City","Office Supplies","$27","$95","Consumer"
"5918","New York City","Furniture","$159","$4,229","Consumer"
"5919","New York City","Furniture","-$25","$2,004","Consumer"
"5920","New York City","Technology","$59","$210","Consumer"
"5921","New York City","Technology","$218","$660","Consumer"
"5922","New York City","Office Supplies","$53","$111","Consumer"
"5923","New York City","Technology","$1","$68","Consumer"
"5924","New York City","Furniture","-$120","$313","Corporate"
"5925","Springfield","Office Supplies","$7","$23","Consumer"
"5926","Bellingham","Technology","$363","$1,100","Corporate"
"5927","Decatur","Furniture","$316","$1,216","Corporate"
"5928","Fayetteville","Office Supplies","$3","$7","Corporate"
"5929","Fayetteville","Furniture","$4","$9","Corporate"
"5930","Philadelphia","Furniture","-$45","$87","Consumer"
"5931","Philadelphia","Office Supplies","$5","$16","Consumer"
"5932","Philadelphia","Technology","-$114","$684","Consumer"
"5933","Philadelphia","Office Supplies","$1","$13","Consumer"
"5934","Philadelphia","Technology","$5","$17","Consumer"
"5935","Philadelphia","Technology","$86","$528","Consumer"
"5936","Seattle","Furniture","$9","$25","Home Office"
"5937","Seattle","Technology","$20","$177","Home Office"
"5938","Seattle","Technology","$9","$72","Home Office"
"5939","Plano","Technology","$10","$96","Consumer"
"5940","Plano","Office Supplies","$4","$13","Consumer"
"5941","Los Angeles","Technology","$131","$436","Consumer"
