"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"5191","Pasadena","Office Supplies","$5","$45","Consumer",2017-02-11,"11/18/2017"
"5192","San Francisco","Office Supplies","$12","$23","Consumer",2017-02-05,"42983"
"5193","Columbia","Furniture","$44","$398","Corporate",2014-02-11,"41651"
"5194","Columbia","Office Supplies","$40","$86","Corporate",2014-02-11,"41651"
"5195","Columbia","Office Supplies","$4","$13","Corporate",2014-02-11,"41651"
"5196","Columbia","Office Supplies","$22","$46","Corporate",2014-02-11,"41651"
"5197","Kent","Office Supplies","$77","$158","Consumer",2014-02-05,"5/15/2014"
"5198","Kent","Technology","$4","$44","Consumer",2014-02-05,"5/15/2014"
"5199","Round Rock","Office Supplies","-$786","$3,930","Consumer",2016-02-03,"42585"
"5200","Round Rock","Office Supplies","$1","$2","Consumer",2016-02-03,"42585"
"5201","Round Rock","Technology","$32","$432","Consumer",2016-02-03,"42585"
"5202","Round Rock","Technology","$6","$42","Consumer",2016-02-03,"42585"
"5203","Oakland","Furniture","$28","$104","Consumer",2015-02-08,"8/19/2015"
"5204","Oakland","Office Supplies","$19","$70","Consumer",2015-02-08,"8/19/2015"
"5205","Auburn","Office Supplies","$3","$9","Consumer",2015-02-09,"9/18/2015"
"5206","Auburn","Office Supplies","$4","$106","Consumer",2015-02-09,"9/18/2015"
"5207","Auburn","Office Supplies","$1","$1","Consumer",2015-02-09,"9/18/2015"
"5208","Auburn","Office Supplies","$10","$21","Consumer",2015-02-09,"9/18/2015"
"5209","Auburn","Office Supplies","$14","$29","Consumer",2015-02-09,"9/18/2015"
"5210","Auburn","Office Supplies","$13","$27","Consumer",2015-02-09,"9/18/2015"
"5211","Newark","Office Supplies","$121","$465","Corporate",2015-02-01,"1/18/2015"
"5212","New York City","Office Supplies","$10","$37","Consumer",2015-02-05,"5/16/2015"
"5213","Redlands","Office Supplies","$14","$51","Consumer",2016-02-09,"9/26/2016"
"5214","Redlands","Office Supplies","$4","$8","Consumer",2016-02-09,"9/26/2016"
"5215","Redlands","Office Supplies","$13","$35","Consumer",2016-02-09,"9/26/2016"
"5216","Redlands","Office Supplies","$13","$30","Consumer",2016-02-09,"9/26/2016"
"5217","Roseville","Office Supplies","$8","$17","Consumer",2017-02-09,"9/15/2017"
"5218","Los Angeles","Office Supplies","$36","$79","Corporate",2017-02-04,"4/17/2017"
"5219","New York City","Office Supplies","$4","$8","Corporate",2017-02-06,"6/14/2017"
"5220","Detroit","Furniture","$135","$498","Consumer",2017-02-09,"42744"
"5221","Detroit","Furniture","$57","$213","Home Office",2014-02-06,"6/20/2014"
"5222","Springfield","Office Supplies","$198","$707","Home Office",2017-02-05,"5/22/2017"
"5223","Springfield","Technology","$2","$115","Home Office",2017-02-05,"5/22/2017"
"5224","Springfield","Office Supplies","$21","$43","Home Office",2017-02-05,"5/22/2017"
"5225","Los Angeles","Office Supplies","$80","$166","Consumer",2017-02-09,"9/17/2017"
"5226","New York City","Office Supplies","$13","$37","Consumer",2016-02-06,"6/26/2016"
"5227","New York City","Office Supplies","$60","$186","Consumer",2016-02-06,"6/26/2016"
"5228","New York City","Furniture","-$44","$354","Consumer",2016-02-06,"6/26/2016"
"5229","San Francisco","Office Supplies","$40","$82","Home Office",2014-02-11,"41651"
"5230","Fresno","Office Supplies","$5","$15","Consumer",2017-02-03,"3/22/2017"
"5231","Fresno","Furniture","$9","$697","Consumer",2017-02-03,"3/22/2017"
"5232","Fresno","Furniture","$13","$31","Consumer",2017-02-03,"3/22/2017"
"5233","Fresno","Office Supplies","$9","$27","Consumer",2017-02-03,"3/22/2017"
"5234","Texarkana","Furniture","$145","$605","Corporate",2014-02-10,"10/22/2014"
"5235","San Francisco","Furniture","$3","$210","Consumer",2017-02-08,"8/23/2017"
"5236","Indianapolis","Office Supplies","$16","$55","Corporate",2016-02-11,"11/22/2016"
"5237","Columbia","Furniture","$51","$164","Consumer",2014-02-09,"9/24/2014"
"5238","Columbia","Furniture","$36","$363","Consumer",2014-02-09,"9/24/2014"
"5239","Columbia","Technology","$26","$60","Consumer",2014-02-09,"9/24/2014"
"5240","San Jose","Office Supplies","$7","$333","Consumer",2016-02-09,"9/17/2016"
"5241","San Jose","Office Supplies","$13","$40","Consumer",2016-02-09,"9/17/2016"
"5242","Seattle","Office Supplies","$4","$14","Corporate",2016-02-09,"9/26/2016"
"5243","Carrollton","Office Supplies","-$6","$3","Corporate",2017-02-08,"42955"
"5244","Arlington","Office Supplies","$5","$10","Home Office",2016-02-07,"7/26/2016"
"5245","Los Angeles","Furniture","$15","$136","Corporate",2016-02-08,"42468"
"5246","Los Angeles","Technology","$33","$334","Corporate",2016-02-08,"42468"
"5247","Los Angeles","Office Supplies","$5","$13","Corporate",2016-02-08,"42468"
"5248","Frankfort","Office Supplies","-$53","$21","Consumer",2015-02-05,"5/27/2015"
"5249","Seattle","Technology","$11","$44","Consumer",2017-02-11,"42866"
"5250","Philadelphia","Office Supplies","$4","$13","Corporate",2015-02-04,"4/21/2015"
"5251","Columbus","Technology","$20","$250","Consumer",2016-02-12,"12/18/2016"
"5252","Columbus","Office Supplies","$23","$49","Consumer",2016-02-12,"12/18/2016"
"5253","Virginia Beach","Office Supplies","$53","$183","Consumer",2015-02-10,"42046"
"5254","Des Moines","Office Supplies","$34","$108","Home Office",2014-02-03,"41946"
"5255","Bethlehem","Furniture","-$7","$99","Corporate",2015-02-03,"42188"
"5256","Bethlehem","Furniture","-$5","$34","Corporate",2015-02-03,"42188"
"5257","Oklahoma City","Office Supplies","$5","$11","Consumer",2016-02-08,"8/14/2016"
"5258","Rancho Cucamonga","Office Supplies","$19","$39","Consumer",2017-02-01,"42948"
"5259","Los Angeles","Office Supplies","$17","$35","Consumer",2017-02-10,"43049"
"5260","Philadelphia","Office Supplies","$16","$46","Home Office",2017-02-10,"10/26/2017"
"5261","Houston","Technology","$15","$197","Home Office",2014-02-09,"41921"
"5262","Houston","Office Supplies","-$5","$3","Home Office",2014-02-09,"41921"
"5263","Houston","Furniture","-$23","$201","Home Office",2014-02-09,"41921"
"5264","Houston","Technology","-$3","$47","Home Office",2014-02-09,"41921"
"5265","Houston","Office Supplies","$4","$22","Home Office",2014-02-09,"41921"
"5266","Seattle","Office Supplies","$6","$12","Corporate",2017-02-09,"42804"
"5267","Seattle","Office Supplies","$82","$168","Corporate",2017-02-09,"42804"
"5268","Seattle","Office Supplies","$1","$4","Corporate",2017-02-09,"42804"
"5269","Yonkers","Technology","$24","$52","Home Office",2017-02-11,"11/21/2017"
"5270","San Francisco","Furniture","$12","$32","Consumer",2017-02-09,"43048"
"5271","San Francisco","Office Supplies","$114","$407","Consumer",2017-02-09,"43048"
"5272","Los Angeles","Furniture","$8","$28","Corporate",2017-02-01,"1/16/2017"
"5273","Los Angeles","Furniture","-$15","$400","Corporate",2017-02-01,"1/16/2017"
"5274","Miami","Office Supplies","-$3","$4","Home Office",2016-02-11,"11/29/2016"
"5275","Burlington","Furniture","$179","$715","Consumer",2015-02-11,"42258"
"5276","Fayetteville","Technology","$70","$160","Corporate",2017-02-12,"12/20/2017"
"5277","Fayetteville","Technology","$9","$45","Corporate",2017-02-12,"12/20/2017"
"5278","Odessa","Furniture","-$10","$340","Home Office",2014-02-09,"9/17/2014"
"5279","Virginia Beach","Office Supplies","$49","$106","Consumer",2014-02-12,"12/13/2014"
"5280","Milwaukee","Technology","$2","$13","Consumer",2017-02-09,"43048"
"5281","Detroit","Office Supplies","$22","$86","Consumer",2017-02-10,"43079"
"5282","Rochester","Furniture","$3","$6","Corporate",2015-02-09,"42286"
"5283","Rochester","Office Supplies","$17","$37","Corporate",2015-02-09,"42286"
"5284","Seattle","Office Supplies","$0","$16","Corporate",2014-02-03,"41733"
"5285","Seattle","Office Supplies","$22","$44","Corporate",2014-02-03,"41733"
"5286","Louisville","Office Supplies","$7","$21","Consumer",2017-02-05,"42891"
"5287","Louisville","Office Supplies","-$7","$10","Consumer",2017-02-05,"42891"
"5288","Louisville","Furniture","-$153","$90","Consumer",2017-02-05,"42891"
"5289","San Francisco","Office Supplies","$80","$164","Home Office",2017-02-04,"42860"
"5290","Houston","Office Supplies","$6","$18","Consumer",2014-02-09,"9/15/2014"
"5291","Houston","Furniture","-$14","$967","Consumer",2014-02-09,"9/15/2014"
"5292","Houston","Office Supplies","$61","$182","Consumer",2014-02-09,"9/15/2014"
"5293","Miami","Office Supplies","$0","$4","Consumer",2017-02-06,"6/23/2017"
"5294","Medina","Furniture","-$15","$52","Consumer",2015-02-12,"12/30/2015"
"5295","Roseville","Office Supplies","$23","$50","Corporate",2017-02-08,"8/19/2017"
"5296","Houston","Office Supplies","$32","$90","Consumer",2017-02-03,"42981"
"5297","Yonkers","Furniture","$4","$15","Consumer",2017-02-07,"7/31/2017"
"5298","Yonkers","Technology","$136","$544","Consumer",2017-02-07,"7/31/2017"
"5299","San Diego","Office Supplies","$2","$4","Corporate",2016-02-09,"9/26/2016"
"5300","San Diego","Office Supplies","$9","$19","Corporate",2016-02-09,"9/26/2016"
"5301","Springfield","Furniture","$387","$2,276","Corporate",2016-02-05,"42435"
"5302","Springfield","Technology","$653","$1,980","Corporate",2016-02-05,"42435"
"5303","Springfield","Office Supplies","$30","$62","Corporate",2016-02-05,"42435"
"5304","Decatur","Furniture","-$1","$37","Consumer",2014-02-11,"11/20/2014"
"5305","Garland","Furniture","-$7","$9","Home Office",2014-02-09,"9/23/2014"
"5306","Oceanside","Furniture","$29","$69","Corporate",2016-02-02,"2/26/2016"
"5307","Oceanside","Office Supplies","$80","$296","Corporate",2016-02-02,"2/26/2016"
"5308","Oceanside","Technology","$2","$40","Corporate",2016-02-02,"2/26/2016"
"5309","Houston","Furniture","-$46","$191","Consumer",2017-02-11,"11/21/2017"
"5310","Houston","Office Supplies","$4","$13","Consumer",2017-02-11,"11/21/2017"
"5311","Houston","Office Supplies","-$2,288","$1,525","Consumer",2017-02-11,"11/21/2017"
"5312","Greenville","Office Supplies","$3","$9","Home Office",2016-02-08,"8/27/2016"
"5313","Greenville","Office Supplies","$4","$28","Home Office",2016-02-08,"8/27/2016"
"5314","San Francisco","Furniture","$21","$65","Corporate",2017-02-04,"42860"
"5315","San Francisco","Office Supplies","$15","$31","Corporate",2017-02-04,"42860"
"5316","Greensboro","Furniture","$12","$187","Consumer",2016-02-05,"42587"
"5317","Knoxville","Furniture","$1","$12","Home Office",2017-02-10,"42865"
"5318","Knoxville","Furniture","$2","$10","Home Office",2017-02-10,"42865"
"5319","Knoxville","Office Supplies","$7","$21","Home Office",2017-02-10,"42865"
"5320","Knoxville","Office Supplies","-$22","$27","Home Office",2017-02-10,"42865"
"5321","Knoxville","Furniture","-$1,003","$2,314","Home Office",2017-02-10,"42865"
"5322","Knoxville","Office Supplies","-$26","$34","Home Office",2017-02-10,"42865"
"5323","Knoxville","Furniture","$6","$20","Home Office",2017-02-10,"42865"
"5324","Grand Island","Office Supplies","$8","$16","Consumer",2017-02-09,"9/23/2017"
"5325","Lakewood","Office Supplies","$6","$17","Consumer",2015-02-12,"42259"
"5326","Lakewood","Furniture","$9","$25","Consumer",2015-02-12,"42259"
"5327","Lawrence","Office Supplies","$2","$7","Corporate",2015-02-01,"1/22/2015"
"5328","Los Angeles","Office Supplies","$9","$19","Consumer",2014-02-01,"41852"
"5329","Houston","Technology","$2","$32","Consumer",2015-02-03,"42250"
"5330","New York City","Office Supplies","$12","$34","Consumer",2016-02-12,"12/28/2016"
"5331","New York City","Furniture","$25","$64","Consumer",2016-02-09,"42591"
"5332","New York City","Office Supplies","$20","$61","Consumer",2016-02-09,"42591"
"5333","New York City","Office Supplies","$7","$23","Consumer",2016-02-09,"42591"
"5334","Newark","Furniture","$4","$11","Consumer",2014-02-08,"41648"
"5335","Newark","Office Supplies","$8","$17","Consumer",2014-02-08,"41648"
"5336","Newark","Office Supplies","$2","$3","Consumer",2014-02-08,"41648"
"5337","Seattle","Office Supplies","$9","$27","Corporate",2015-02-05,"5/25/2015"
"5338","Scottsdale","Office Supplies","$112","$308","Corporate",2017-02-10,"10/21/2017"
"5339","Oceanside","Office Supplies","$5","$245","Consumer",2015-02-11,"11/14/2015"
"5340","Oceanside","Office Supplies","$6","$12","Consumer",2015-02-11,"11/14/2015"
"5341","Oceanside","Technology","$6","$14","Consumer",2015-02-11,"11/14/2015"
"5342","Oceanside","Technology","$54","$900","Consumer",2015-02-11,"11/14/2015"
"5343","Dallas","Office Supplies","$1","$2","Corporate",2014-02-11,"11/27/2014"
"5344","Dallas","Technology","$17","$268","Corporate",2014-02-11,"11/27/2014"
"5345","Rochester","Technology","$2","$32","Consumer",2015-02-10,"10/13/2015"
"5346","Los Angeles","Office Supplies","$210","$726","Consumer",2017-02-03,"3/23/2017"
"5347","Los Angeles","Office Supplies","$4","$11","Consumer",2017-02-03,"3/23/2017"
"5348","Los Angeles","Office Supplies","$3","$9","Consumer",2017-02-03,"3/23/2017"
"5349","Woodbury","Office Supplies","$16","$32","Corporate",2015-02-01,"42278"
"5350","Woodbury","Office Supplies","$20","$40","Corporate",2015-02-01,"42278"
"5351","Park Ridge","Office Supplies","$49","$144","Consumer",2017-02-12,"12/16/2017"
"5352","Dallas","Office Supplies","$15","$42","Corporate",2016-02-09,"42713"
"5353","Dallas","Technology","$37","$330","Corporate",2016-02-09,"42713"
"5354","Monroe","Office Supplies","$41","$87","Corporate",2016-02-09,"42530"
"5355","Los Angeles","Furniture","$21","$279","Corporate",2014-02-05,"5/19/2014"
"5356","Los Angeles","Office Supplies","$4","$8","Corporate",2014-02-05,"5/19/2014"
"5357","San Francisco","Office Supplies","$10","$27","Consumer",2016-02-09,"42439"
"5358","San Francisco","Technology","$2","$16","Consumer",2014-02-08,"41951"
"5359","San Francisco","Office Supplies","$1","$16","Consumer",2014-02-08,"41951"
"5360","San Francisco","Office Supplies","$13","$46","Consumer",2014-02-08,"41951"
"5361","Fayetteville","Furniture","-$32","$198","Corporate",2017-02-04,"4/18/2017"
"5362","Dallas","Office Supplies","$54","$721","Corporate",2017-02-06,"43014"
"5363","Wichita","Furniture","$24","$71","Consumer",2016-02-12,"42767"
"5364","Wichita","Office Supplies","$23","$82","Consumer",2016-02-12,"42767"
"5365","Springfield","Office Supplies","$6","$65","Corporate",2014-02-01,"1/21/2014"
"5366","Houston","Technology","$13","$151","Consumer",2016-02-11,"11/24/2016"
"5367","Seattle","Technology","$8","$89","Consumer",2017-02-06,"6/15/2017"
"5368","Seattle","Office Supplies","$5","$12","Consumer",2017-02-06,"6/15/2017"
"5369","Seattle","Office Supplies","$4","$16","Consumer",2017-02-06,"6/15/2017"
"5370","Akron","Office Supplies","$29","$85","Corporate",2017-02-09,"9/13/2017"
"5371","Oak Park","Furniture","$71","$274","Corporate",2017-02-04,"43073"
"5372","Oak Park","Furniture","$80","$307","Corporate",2017-02-04,"43073"
"5373","Houston","Office Supplies","$5","$16","Corporate",2015-02-10,"10/30/2015"
"5374","Houston","Furniture","-$69","$347","Corporate",2015-02-10,"10/30/2015"
"5375","Houston","Office Supplies","$4","$10","Corporate",2015-02-10,"10/30/2015"
"5376","Seattle","Technology","$10","$98","Corporate",2017-02-05,"5/31/2017"
"5377","Seattle","Office Supplies","$8","$31","Corporate",2017-02-05,"5/31/2017"
"5378","Philadelphia","Office Supplies","$118","$348","Corporate",2014-02-12,"41832"
"5379","Philadelphia","Office Supplies","-$30","$173","Corporate",2014-02-12,"41832"
"5380","Los Angeles","Office Supplies","$8","$16","Consumer",2016-02-08,"8/18/2016"
"5381","Los Angeles","Technology","$36","$106","Consumer",2016-02-08,"8/18/2016"
"5382","Houston","Office Supplies","$9","$26","Corporate",2016-02-09,"42560"
"5383","Houston","Office Supplies","$5","$16","Corporate",2016-02-09,"42560"
"5384","Houston","Office Supplies","$4","$10","Corporate",2016-02-09,"42560"
"5385","Philadelphia","Technology","$42","$358","Consumer",2017-02-06,"42801"
"5386","Philadelphia","Technology","$73","$546","Consumer",2017-02-06,"42801"
"5387","Rogers","Office Supplies","$19","$40","Consumer",2017-02-03,"3/17/2017"
"5388","Los Angeles","Technology","$10","$168","Corporate",2017-02-02,"2/21/2017"
"5389","Los Angeles","Technology","$47","$110","Corporate",2017-02-02,"2/21/2017"
"5390","Los Angeles","Office Supplies","$5","$10","Corporate",2017-02-02,"2/21/2017"
"5391","Seattle","Office Supplies","$10","$26","Corporate",2017-02-11,"43080"
"5392","Wilmington","Office Supplies","$11","$23","Corporate",2014-02-11,"11/25/2014"
"5393","Wilmington","Office Supplies","$5","$10","Corporate",2014-02-11,"11/25/2014"
"5394","Wilmington","Office Supplies","$102","$213","Corporate",2014-02-11,"11/25/2014"
"5395","Wilmington","Furniture","$236","$1,026","Corporate",2014-02-11,"11/25/2014"
"5396","Provo","Office Supplies","$10","$22","Corporate",2014-02-11,"11/21/2014"
"5397","San Francisco","Furniture","$23","$63","Corporate",2016-02-09,"9/24/2016"
"5398","Los Angeles","Office Supplies","$11","$39","Corporate",2016-02-11,"11/27/2016"
"5399","Lancaster","Office Supplies","-$2","$3","Corporate",2016-02-09,"42410"
"5400","Los Angeles","Furniture","$7","$557","Consumer",2016-02-04,"4/14/2016"
"5401","Seattle","Technology","$15","$72","Consumer",2017-02-09,"9/23/2017"
"5402","Seattle","Technology","$26","$80","Consumer",2017-02-09,"9/23/2017"
"5403","New York City","Office Supplies","$8","$25","Corporate",2017-02-08,"8/29/2017"
"5404","New York City","Office Supplies","$1","$4","Corporate",2017-02-08,"8/29/2017"
"5405","Los Angeles","Technology","$56","$446","Consumer",2016-02-02,"2/26/2016"
"5406","Los Angeles","Technology","$15","$36","Consumer",2016-02-02,"2/26/2016"
"5407","Los Angeles","Office Supplies","$5","$11","Consumer",2016-02-02,"2/26/2016"
"5408","San Francisco","Office Supplies","$40","$88","Corporate",2017-02-12,"12/14/2017"
"5409","San Francisco","Office Supplies","$8","$22","Corporate",2017-02-12,"12/14/2017"
"5410","San Francisco","Office Supplies","$34","$90","Corporate",2017-02-12,"12/14/2017"
"5411","San Francisco","Office Supplies","$11","$43","Corporate",2017-02-12,"12/14/2017"
"5412","Clovis","Office Supplies","$4","$10","Consumer",2017-02-09,"9/22/2017"
"5413","Clovis","Technology","$8","$101","Consumer",2017-02-09,"9/22/2017"
"5414","Wichita","Technology","$63","$225","Consumer",2016-02-09,"9/14/2016"
"5415","Chicago","Office Supplies","-$198","$73","Consumer",2017-02-09,"9/28/2017"
"5416","Chicago","Office Supplies","$7","$21","Consumer",2017-02-09,"9/28/2017"
"5417","Chicago","Technology","-$9","$40","Consumer",2017-02-09,"9/28/2017"
"5418","Omaha","Office Supplies","$8","$15","Corporate",2014-02-10,"41861"
"5419","Houston","Office Supplies","$13","$36","Consumer",2015-02-10,"10/26/2015"
"5420","Houston","Technology","$15","$150","Consumer",2015-02-10,"10/26/2015"
"5421","Philadelphia","Technology","-$61","$281","Consumer",2016-02-03,"42404"
"5422","Philadelphia","Technology","$1","$32","Consumer",2016-02-03,"42404"
"5423","Los Angeles","Office Supplies","$4","$11","Consumer",2016-02-12,"42767"
"5424","Richmond","Office Supplies","$12","$26","Corporate",2017-02-11,"42866"
"5425","Waterbury","Office Supplies","$1","$4","Consumer",2017-02-01,"1/26/2017"
"5426","Los Angeles","Technology","$660","$1,650","Consumer",2016-02-12,"42533"
"5427","Los Angeles","Furniture","$51","$112","Consumer",2016-02-12,"42533"
"5428","Los Angeles","Furniture","$35","$599","Home Office",2016-02-06,"6/14/2016"
"5429","San Francisco","Office Supplies","$12","$47","Home Office",2016-02-09,"42469"
"5430","Saint Petersburg","Furniture","$2","$32","Consumer",2014-02-09,"41829"
"5431","Lakewood","Office Supplies","$16","$162","Home Office",2017-02-10,"10/25/2017"
"5432","Lakewood","Office Supplies","$1","$4","Home Office",2017-02-10,"10/25/2017"
"5433","Lakewood","Office Supplies","-$5","$6","Home Office",2017-02-10,"10/25/2017"
"5434","Chandler","Office Supplies","$1","$9","Consumer",2017-02-04,"4/29/2017"
"5435","Los Angeles","Office Supplies","$459","$1,641","Home Office",2015-02-10,"10/24/2015"
"5436","Los Angeles","Technology","$97","$270","Home Office",2015-02-10,"10/24/2015"
"5437","Palm Coast","Furniture","$5","$20","Corporate",2014-02-07,"41858"
"5438","Palm Coast","Office Supplies","-$7","$10","Corporate",2014-02-07,"41858"
"5439","Palm Coast","Furniture","$16","$213","Corporate",2014-02-07,"41858"
"5440","New York City","Office Supplies","$184","$589","Consumer",2016-02-04,"42617"
"5441","Jupiter","Office Supplies","$0","$2","Consumer",2017-02-11,"11/18/2017"
"5442","Glendale","Office Supplies","$2","$6","Consumer",2017-02-09,"9/13/2017"
"5443","New York City","Technology","$37","$100","Consumer",2015-02-04,"4/23/2015"
"5444","New York City","Office Supplies","$21","$62","Consumer",2015-02-04,"4/23/2015"
"5445","New York City","Office Supplies","$3","$11","Consumer",2015-02-04,"4/23/2015"
"5446","Houston","Office Supplies","$7","$21","Home Office",2016-02-07,"7/29/2016"
"5447","New York City","Technology","$8","$33","Corporate",2016-02-08,"8/31/2016"
"5448","New York City","Technology","$87","$250","Corporate",2016-02-08,"8/31/2016"
"5449","Olathe","Office Supplies","$7","$358","Home Office",2014-02-09,"9/19/2014"
"5450","Olathe","Technology","$11","$57","Home Office",2014-02-09,"9/19/2014"
"5451","Olathe","Office Supplies","$149","$332","Home Office",2014-02-09,"9/19/2014"
"5452","Olathe","Furniture","$13","$41","Home Office",2014-02-09,"9/19/2014"
"5453","Sparks","Office Supplies","$25","$86","Home Office",2016-02-07,"7/29/2016"
"5454","Rockford","Office Supplies","$14","$38","Corporate",2017-02-05,"5/23/2017"
"5455","Philadelphia","Office Supplies","$1","$8","Corporate",2017-02-04,"42771"
"5456","Philadelphia","Office Supplies","$1","$7","Corporate",2017-02-04,"42771"
"5457","Edmonds","Office Supplies","$10","$20","Consumer",2017-02-12,"43132"
"5458","Edmonds","Furniture","$21","$68","Consumer",2017-02-12,"43132"
"5459","San Francisco","Office Supplies","$4","$13","Consumer",2017-02-09,"42895"
"5460","San Francisco","Furniture","$92","$1,478","Consumer",2017-02-09,"42895"
"5461","Asheville","Office Supplies","-$4","$16","Corporate",2014-02-03,"3/25/2014"
"5462","Los Angeles","Furniture","$4","$9","Consumer",2017-02-09,"42835"
"5463","Scottsdale","Office Supplies","-$24","$32","Consumer",2014-02-01,"1/20/2014"
"5464","Scottsdale","Office Supplies","$20","$56","Consumer",2014-02-01,"1/20/2014"
"5465","Scottsdale","Office Supplies","$37","$109","Consumer",2014-02-01,"1/20/2014"
"5466","Scottsdale","Furniture","-$321","$181","Consumer",2014-02-01,"1/20/2014"
"5467","Houston","Office Supplies","$6","$16","Consumer",2014-02-02,"2/19/2014"
"5468","San Francisco","Furniture","$14","$122","Consumer",2016-02-06,"6/14/2016"
"5469","San Diego","Furniture","$73","$586","Home Office",2014-02-09,"9/27/2014"
"5470","San Diego","Office Supplies","$9","$19","Home Office",2014-02-09,"9/27/2014"
"5471","Hamilton","Office Supplies","$9","$124","Consumer",2016-02-05,"42466"
"5472","Parker","Furniture","$4","$13","Consumer",2017-02-12,"12/23/2017"
"5473","Parker","Office Supplies","-$18","$78","Consumer",2017-02-12,"12/23/2017"
"5474","Parker","Furniture","-$184","$102","Consumer",2017-02-12,"12/23/2017"
"5475","Fremont","Office Supplies","$38","$751","Corporate",2017-02-12,"12/26/2017"
"5476","Maple Grove","Office Supplies","$22","$44","Home Office",2017-02-06,"6/18/2017"
"5477","Maple Grove","Office Supplies","$23","$85","Home Office",2017-02-06,"6/18/2017"
"5478","Maple Grove","Office Supplies","$9","$18","Home Office",2017-02-06,"6/18/2017"
"5479","Newark","Office Supplies","$63","$128","Consumer",2016-02-11,"11/24/2016"
"5480","Miami","Office Supplies","-$1","$2","Corporate",2014-02-03,"41733"
"5481","San Diego","Technology","$12","$103","Corporate",2017-02-10,"10/14/2017"
"5482","San Diego","Technology","$6","$36","Corporate",2017-02-10,"10/14/2017"
"5483","San Diego","Technology","$115","$240","Corporate",2017-02-10,"10/14/2017"
"5484","San Diego","Office Supplies","$0","$41","Corporate",2017-02-10,"10/14/2017"
"5485","Miami","Furniture","-$68","$419","Consumer",2017-02-01,"42827"
"5486","Miami","Office Supplies","$8","$23","Consumer",2014-02-12,"12/17/2014"
"5487","San Antonio","Office Supplies","-$6","$4","Home Office",2015-02-10,"10/29/2015"
"5488","Jacksonville","Technology","-$6","$24","Corporate",2017-02-04,"42829"
"5489","Jacksonville","Office Supplies","$2","$6","Corporate",2017-02-04,"42829"
"5490","Jacksonville","Office Supplies","$2","$21","Corporate",2017-02-04,"42829"
"5491","Jacksonville","Furniture","-$19","$218","Corporate",2017-02-04,"42829"
"5492","Houston","Office Supplies","$2","$18","Consumer",2017-02-01,"1/27/2017"
"5493","San Francisco","Office Supplies","$0","$7","Home Office",2014-02-11,"11/28/2014"
"5494","San Francisco","Office Supplies","$20","$41","Home Office",2014-02-11,"11/28/2014"
"5495","San Francisco","Furniture","-$5","$411","Home Office",2014-02-11,"11/28/2014"
"5496","Philadelphia","Office Supplies","-$6","$8","Corporate",2015-02-09,"42225"
"5497","Marion","Technology","$19","$64","Consumer",2017-02-06,"6/16/2017"
"5498","New York City","Office Supplies","$2","$7","Consumer",2017-02-07,"7/18/2017"
"5499","New York City","Office Supplies","$4","$8","Consumer",2017-02-07,"7/18/2017"
"5500","New York City","Technology","$9","$42","Consumer",2017-02-07,"7/18/2017"
"5501","New York City","Furniture","$89","$664","Consumer",2017-02-07,"7/18/2017"
"5502","New York City","Office Supplies","$4","$9","Consumer",2017-02-07,"7/18/2017"
"5503","Philadelphia","Furniture","$1","$3","Corporate",2017-02-11,"42897"
"5504","Philadelphia","Office Supplies","$1","$20","Corporate",2017-02-11,"42897"
"5505","Philadelphia","Office Supplies","$3","$9","Corporate",2017-02-11,"42897"
"5506","Philadelphia","Technology","-$186","$859","Corporate",2017-02-11,"42897"
"5507","Los Angeles","Office Supplies","$28","$62","Consumer",2016-02-10,"42592"
"5508","Smyrna","Office Supplies","$9","$18","Consumer",2016-02-04,"4/14/2016"
"5509","San Francisco","Furniture","$63","$146","Consumer",2015-02-10,"42348"
"5510","Chicago","Office Supplies","$19","$57","Consumer",2017-02-05,"5/20/2017"
"5511","Chicago","Technology","$3","$11","Consumer",2017-02-05,"5/20/2017"
"5512","Medford","Office Supplies","$11","$33","Consumer",2014-02-02,"41673"
"5513","Medford","Office Supplies","$8","$23","Consumer",2014-02-02,"41673"
"5514","New York City","Technology","$2","$240","Consumer",2015-02-05,"42010"
"5515","New York City","Office Supplies","$45","$160","Consumer",2015-02-05,"42010"
"5516","New York City","Technology","$4","$129","Consumer",2015-02-05,"42010"
"5517","Huntsville","Technology","$528","$1,320","Corporate",2016-02-11,"11/21/2016"
"5518","Philadelphia","Furniture","-$10","$240","Corporate",2017-02-12,"42990"
"5519","Philadelphia","Furniture","$7","$55","Corporate",2017-02-12,"42990"
"5520","Philadelphia","Office Supplies","$3","$13","Corporate",2017-02-12,"42990"
"5521","Philadelphia","Office Supplies","$9","$24","Corporate",2017-02-12,"42990"
"5522","Philadelphia","Technology","-$29","$256","Corporate",2017-02-12,"42990"
"5523","Santa Clara","Office Supplies","$7","$22","Consumer",2016-02-06,"42557"
"5524","Santa Clara","Office Supplies","$16","$58","Consumer",2016-02-06,"42557"
"5525","Long Beach","Office Supplies","$37","$80","Home Office",2016-02-12,"42716"
"5526","Los Angeles","Office Supplies","$4","$10","Corporate",2017-02-04,"42860"
"5527","Santa Barbara","Office Supplies","$1","$2","Home Office",2017-02-04,"4/28/2017"
"5528","New York City","Office Supplies","$18","$38","Home Office",2015-02-05,"42282"
"5529","Jacksonville","Technology","$28","$80","Corporate",2015-02-03,"42098"
